"ID","age","color","island","college","income","antennae","politics","anxiety","depression","sociable","control","memory","intelligence","time1","time2","time3","food1","sleep","food2","reasoning_trials"
226,18,"Pink","3rd","D",30000,"Straight","Democrulite",51,105,97,62,96,119,6.89,7.28,6.18,10,6.5,10,1
227,40,"Pink","2nd","D",97000,"Straight","Republicant",46,96,103,36,106,117,7.34,5.64,7.61,10,6.4,9,1
228,35,"Blue","3rd","A",70000,"Straight","Democrulite",44,82,124,59,104,107,5.06,4.38,4.17,6,5.2,9,2
229,26,"Blue","1st","D",32000,"Curly","Democrulite",49,102,96,76,104,126,6.5,6.21,6.91,6,7.1,9,2
230,43,"Pink","2nd","A",15000,"Straight","Democrulite",48,91,114,57,93,101,11.31,9.91,11.5,9,5.3,7,1
231,55,"Pink","3rd","B",26000,"Straight","Democrulite",45,87,120,53,100,103,5.91,6.27,5.99,9,7,6,2
232,70,"Pink","2nd","B",33000,"Straight","Democrulite",52,111,96,59,79,94,14,14.13,14.1,9,7,7,3
233,13,"Pink","3rd","C",255000,"Curly","Independone",56,113,73,67,100,122,9.95,10.37,8.07,10,5.7,7,3
234,62,"Blue","2nd","B",34000,"Curly","Democrulite",55,108,92,57,95,102,5.56,3.87,5.87,10,5.4,8,4
235,60,"Pink","2nd","D",44000,"Straight","Independone",55,111,89,71,95,120,6.01,5.56,6.1,8,5.6,9,2
236,60,"Blue","1st","B",44000,"Straight","Independone",53,96,105,58,84,96,5.65,5.56,5.85,5,6.2,9,1
237,19,"Pink","1st","D",156000,"Straight","Democrulite",55,93,104,75,90,119,5.2,4.67,3.45,7,6.7,12,8
238,43,"Pink","2nd","D",33000,"Straight","Democrulite",53,101,98,71,98,122,6.92,6.33,5.77,9,7.5,8,1
239,53,"Blue","1st","C",37000,"Curly","Independone",53,103,98,69,84,114,7.07,6.48,6.02,5,4.9,6,2
240,30,"Pink","2nd","D",48000,"Straight","Democrulite",50,89,112,71,89,117,4.02,2.91,2.06,4,5.9,12,1
241,31,"Blue","1st","A",42000,"Straight","Republicant",52,108,96,48,101,102,8,6.09,8.06,10,5.9,9,3
242,52,"Pink","1st","B",20000,"Straight","Republicant",42,97,106,59,90,100,5.44,5.59,5.49,5,6.5,8,3
243,16,"Pink","3rd","A",61000,"Straight","Democrulite",47,112,91,61,96,103,4.15,3.64,4.3,12,4.8,8,1
244,11,"Blue","3rd","B",61000,"Straight","Independone",56,111,82,38,93,96,6.65,4.76,6.06,5,5.6,6,1
245,66,"Pink","3rd","D",63000,"Straight","Independone",67,120,92,73,94,120,3.72,2.12,3.19,8,6.6,10,1
246,51,"Blue","3rd","B",26000,"Curly","Democrulite",46,93,111,61,97,104,4.35,3.83,4.29,8,3.8,4,1
247,53,"Pink","1st","A",34000,"Straight","Republicant",50,90,100,56,101,104,7.67,6.16,8.12,8,6.8,8,1
248,18,"Pink","3rd","C",33000,"Straight","Democrulite",45,79,139,55,111,124,4.92,5.09,2.97,12,5.7,10,1
249,26,"Pink","2nd","D",136000,"Curly","Democrulite",48,81,122,75,84,116,3.47,3.1,3.38,11,6.1,6,1
250,16,"Pink","3rd","C",21000,"Straight","Democrulite",49,98,103,60,88,114,5.32,3.81,4.52,11,7.4,10,4
251,43,"Pink","1st","C",63000,"Straight","Independone",40,98,104,73,85,116,6.14,6.04,5.43,10,7.2,8,1
252,47,"Blue","2nd","C",37000,"Straight","Democrulite",44,95,112,65,79,111,5.81,4.43,4.59,10,5.8,10,3
253,47,"Pink","2nd","D",18000,"Straight","Democrulite",50,106,95,72,102,124,7.2,7.24,5.81,9,6.6,8,4
254,26,"Pink","2nd","C",36000,"Straight","Democrulite",49,95,105,56,104,121,8.18,7.62,8.24,9,5.1,7,1
255,62,"Pink","3rd","B",72000,"Straight","Independone",44,95,102,60,85,98,9.67,9.94,8.28,7,7.6,11,9
256,49,"Pink","1st","A",104000,"Straight","Republicant",53,109,100,66,96,104,9.51,7.53,8.57,9,4.3,12,1
257,31,"Blue","2nd","D",36000,"Curly","Democrulite",51,107,89,74,85,116,5.39,4.4,4.4,9,6.6,13,7
258,30,"Pink","3rd","B",47000,"Straight","Republicant",46,95,104,50,87,96,4.34,2.82,2.43,9,6.8,7,4
259,45,"Pink","2nd","A",61000,"Straight","Democrulite",56,100,100,56,104,106,5.34,3.68,5,12,6.2,8,3
260,33,"Pink","1st","A",32000,"Straight","Republicant",61,112,85,45,74,88,6.28,6.74,4.78,6,6.7,10,1
261,45,"Pink","2nd","A",147000,"Curly","Democrulite",48,91,114,67,83,98,5.01,3.16,4.31,6,7.3,12,6
262,14,"Pink","2nd","A",60000,"Straight","Independone",40,84,118,59,111,110,6.52,6.33,4.79,10,5.8,11,2
263,19,"Pink","2nd","D",25000,"Curly","Democrulite",53,105,93,57,89,114,6.56,4.79,5.45,7,6.1,11,3
264,44,"Blue","1st","C",29000,"Curly","Republicant",50,96,102,51,83,109,9.57,9.03,9.05,7,6.3,10,3
265,20,"Pink","1st","D",61000,"Straight","Republicant",57,104,95,57,87,113,5.78,4.74,3.97,8,6.4,7,3
266,69,"Blue","3rd","D",38000,"Curly","Democrulite",50,115,96,76,94,121,5.68,5.38,5.33,9,4.8,6,1
267,12,"Pink","3rd","A",192000,"Straight","Independone",48,100,100,67,107,110,5.07,3.76,3.58,5,8.2,12,2
268,65,"Blue","1st","A",65000,"Straight","Republicant",56,105,97,66,111,112,8.43,7.92,6.89,7,8.1,9,1
269,32,"Pink","3rd","A",43000,"Straight","Democrulite",51,97,103,59,112,111,10.09,9.82,10.28,10,5.6,6,1
270,30,"Pink","2nd","C",51000,"Straight","Democrulite",45,95,104,63,83,112,3.55,2.37,3.22,6,4.9,9,4
271,22,"Blue","3rd","B",49000,"Straight","Independone",48,93,114,56,108,108,8.45,7.64,6.83,9,5.7,11,3
272,68,"Blue","2nd","C",44000,"Straight","Republicant",54,103,97,58,82,111,6.2,6.19,5.04,9,6.1,7,2
273,17,"Pink","3rd","C",70000,"Straight","Independone",43,101,100,66,95,119,3.53,3.83,1.8,10,5.5,11,4
274,58,"Pink","1st","D",17000,"Straight","Independone",52,115,96,65,71,107,3.66,3.41,2.48,10,6.1,9,1
275,61,"Pink","1st","A",35000,"Straight","Republicant",55,99,101,48,83,94,5.58,4.45,3.82,7,6.9,7,4
276,41,"Pink","1st","A",68000,"Straight","Independone",61,102,98,66,85,99,4.85,4.98,3.46,7,6.7,9,3
277,34,"Blue","1st","D",34000,"Curly","Republicant",51,92,110,63,72,107,4.56,4.45,4.19,7,4.4,7,5
278,70,"Pink","2nd","D",145000,"Straight","Democrulite",40,80,128,50,91,113,5.97,6.18,4.85,8,6.5,9,15
279,60,"Pink","3rd","B",60000,"Straight","Independone",47,97,103,45,76,89,4.04,2.7,3.62,10,5.8,8,1
280,29,"Pink","1st","B",95000,"Straight","Republicant",50,100,100,63,94,103,5.75,3.87,4.83,10,5.9,8,2
281,19,"Blue","3rd","D",41000,"Straight","Republicant",49,103,96,41,110,120,7.5,5.82,7.28,8,5.3,11,1
282,49,"Pink","1st","C",43000,"Straight","Independone",54,99,101,74,88,117,5.8,4.14,4.32,10,7.6,12,11
283,28,"Pink","2nd","D",19000,"Straight","Republicant",49,106,94,64,98,120,5.55,5.96,3.74,8,6.5,8,2
284,37,"Pink","1st","C",20000,"Straight","Democrulite",46,100,100,56,76,107,7.99,7.31,6.07,8,5.3,9,1
285,62,"Blue","2nd","C",81000,"Straight","Democrulite",54,105,93,55,76,107,5.7,4.82,4.4,4,7,11,3
286,59,"Pink","3rd","D",37000,"Straight","Democrulite",47,95,103,54,82,109,5.77,6.05,4.63,10,6.3,11,6
287,35,"Pink","1st","B",29000,"Straight","Independone",54,107,91,60,87,98,8.62,7.63,7.45,10,6,8,3
288,58,"Pink","2nd","B",142000,"Straight","Democrulite",54,113,86,58,103,106,6.2,5.21,6.18,6,5.5,7,1
289,25,"Pink","3rd","D",118000,"Straight","Democrulite",49,101,98,51,104,120,5.48,3.56,5.15,13,6.6,11,1
290,60,"Pink","1st","A",67000,"Straight","Republicant",45,107,94,53,104,105,5.42,3.91,5.55,10,5.1,8,1
291,56,"Pink","2nd","D",34000,"Curly","Republicant",50,102,98,69,82,113,9.44,9.15,8.76,4,5.1,7,1
292,11,"Pink","3rd","A",79000,"Straight","Democrulite",52,97,106,61,113,112,5.02,5.13,5.15,9,6.2,12,7
293,60,"Pink","3rd","B",27000,"Straight","Independone",56,111,89,51,82,94,5.21,3.26,5.39,8,6.7,7,3
294,27,"Pink","1st","D",39000,"Straight","Republicant",60,120,87,64,89,115,8.21,7.16,7.07,9,6.4,6,2
295,70,"Pink","3rd","C",78000,"Straight","Independone",45,104,95,66,96,119,6.73,6.52,5.15,9,8,8,1
296,14,"Pink","3rd","D",72000,"Straight","Independone",53,99,101,65,90,116,5.06,4.43,5.09,9,4.3,10,2
297,57,"Blue","1st","C",42000,"Straight","Republicant",49,96,105,65,84,113,5.12,4.47,4.55,8,5.1,8,3
298,21,"Pink","2nd","B",47000,"Straight","Democrulite",45,116,76,64,84,98,6.65,6.47,6.88,9,4.7,10,3
299,29,"Pink","1st","C",99000,"Straight","Republicant",50,109,87,71,90,118,7.65,6.77,7.44,13,4.7,9,2
300,27,"Pink","2nd","A",36000,"Straight","Democrulite",54,106,98,87,114,119,3.49,3.49,2.02,12,5.5,9,3
301,30,"Pink","2nd","A",106000,"Straight","Democrulite",52,92,125,47,99,101,8.59,6.99,8.87,8,4.2,12,1
302,44,"Pink","2nd","B",35000,"Straight","Democrulite",50,107,90,51,95,100,5.43,4.89,3.8,9,5.7,10,1
303,49,"Blue","3rd","D",60000,"Curly","Democrulite",48,92,103,61,94,117,9.36,7.39,7.37,8,5.2,7,1
304,30,"Blue","1st","A",40000,"Straight","Republicant",53,98,102,61,92,101,7.84,6.82,8.14,8,5.4,4,7
305,40,"Pink","1st","A",40000,"Straight","Democrulite",53,97,102,70,106,110,6.25,5.95,5.56,12,6.3,9,1
306,51,"Pink","3rd","B",20000,"Straight","Republicant",50,85,116,64,75,94,6.16,4.16,5.13,10,2.8,11,5
307,60,"Blue","3rd","B",180000,"Curly","Independone",58,113,78,51,82,94,8.31,7.39,7.59,9,5.6,7,2
308,47,"Pink","2nd","A",95000,"Straight","Democrulite",55,108,91,60,76,93,6.73,5.63,5.97,10,5.5,6,15
309,60,"Pink","3rd","B",23000,"Straight","Republicant",55,104,94,64,73,92,11.82,10.95,10.54,8,7,7,4
310,35,"Pink","3rd","A",49000,"Straight","Independone",48,90,111,59,81,95,4.12,3.76,2.24,7,5.2,10,2
311,69,"Pink","2nd","B",262000,"Straight","Democrulite",47,88,119,57,99,104,7.17,6.41,6.13,9,9.2,13,1
312,17,"Pink","3rd","B",74000,"Straight","Independone",56,109,90,73,94,105,5.56,4.67,4.27,6,8.1,11,1
313,65,"Pink","1st","B",175000,"Straight","Republicant",54,105,98,68,112,113,4.84,3.29,2.91,11,5.3,12,2
314,54,"Pink","1st","D",67000,"Straight","Democrulite",42,106,93,58,77,108,5.98,5.63,4.83,8,6.2,9,4
315,68,"Pink","1st","A",25000,"Straight","Democrulite",61,104,99,64,89,100,6,5.76,5.2,7,5.4,10,2
316,61,"Blue","3rd","A",32000,"Curly","Republicant",54,105,90,71,100,108,7.45,5.45,5.75,8,5.6,10,2
317,32,"Pink","1st","C",25000,"Straight","Republicant",56,115,86,56,87,113,4.56,3.31,3.01,11,4.4,7,10
318,27,"Blue","3rd","B",91000,"Straight","Republicant",48,92,106,72,76,96,2.86,1.76,1.16,11,5.7,8,4
319,64,"Pink","3rd","B",46000,"Straight","Democrulite",48,107,93,61,88,99,6.86,6.61,6.63,8,5.5,6,1
320,12,"Blue","1st","A",38000,"Straight","Republicant",37,83,128,57,95,102,3.78,3.58,1.88,10,5.7,8,6
321,32,"Pink","2nd","D",72000,"Straight","Republicant",47,87,106,55,83,110,4.82,5.18,2.91,8,4.5,4,5
322,70,"Blue","3rd","C",26000,"Curly","Independone",49,102,97,65,76,109,11.27,11.25,10.62,7,5.1,8,1
323,32,"Pink","3rd","B",34000,"Straight","Independone",48,88,113,62,84,98,5.36,4.11,3.82,9,5.8,10,3
324,64,"Pink","3rd","A",61000,"Straight","Independone",51,105,95,77,92,105,8,7.97,6.6,9,7.4,8,2
325,29,"Pink","1st","C",108000,"Straight","Republicant",53,93,111,63,80,111,4.94,3.07,4.02,8,5.5,6,5
326,68,"Pink","3rd","C",66000,"Curly","Independone",54,107,93,65,73,108,7.1,5.75,6.88,9,7,8,15
327,32,"Pink","3rd","A",28000,"Straight","Independone",54,110,85,48,97,100,10.23,10.55,10.49,9,8.3,12,1
328,60,"Blue","1st","A",185000,"Curly","Republicant",48,110,90,53,101,104,6.5,5.92,6.22,9,5.1,8,1
329,57,"Pink","1st","A",34000,"Straight","Independone",62,109,92,64,63,88,10.29,9.22,8.66,8,5.4,11,1
330,40,"Blue","3rd","C",38000,"Curly","Republicant",53,104,91,70,91,118,7.78,6.35,7.72,9,7.2,3,5
331,14,"Blue","3rd","A",20000,"Straight","Independone",57,120,85,55,100,104,6.62,4.82,6.51,10,5.8,9,3
332,41,"Pink","2nd","C",46000,"Straight","Independone",42,84,124,62,88,115,7.49,6.22,6.37,13,5.5,10,1
333,39,"Blue","1st","D",32000,"Curly","Republicant",58,109,94,59,98,119,6.27,6.38,6.69,5,6.3,7,2
334,12,"Pink","3rd","C",110000,"Curly","Independone",48,100,100,48,98,116,7.36,7.79,5.68,11,4.7,8,1
335,52,"Pink","2nd","C",32000,"Straight","Democrulite",42,100,100,51,93,114,7.01,7.27,6.69,10,6.2,9,2
336,53,"Pink","1st","D",127000,"Curly","Republicant",40,89,110,54,79,108,7.4,7.69,7.68,11,5.3,9,1
337,38,"Blue","1st","C",54000,"Curly","Republicant",52,87,104,63,85,113,4.42,3.72,2.76,9,6.1,8,3
338,18,"Pink","2nd","B",131000,"Straight","Democrulite",54,112,85,65,124,118,8.06,7.87,7.69,11,6.8,8,1
339,32,"Pink","1st","D",34000,"Curly","Democrulite",45,99,102,62,111,126,7.52,5.87,6.19,10,6.9,7,6
340,24,"Blue","3rd","A",35000,"Straight","Independone",42,104,95,71,101,108,5.82,5.58,4.56,9,8.1,9,3
341,48,"Pink","1st","D",25000,"Straight","Democrulite",53,102,97,72,90,118,13.67,13.06,12.94,10,5.9,7,6
342,34,"Pink","1st","B",42000,"Curly","Republicant",50,110,82,40,97,98,6.65,5.95,4.85,6,6.2,12,8
343,31,"Blue","1st","C",44000,"Straight","Republicant",50,104,97,36,93,111,5.91,5.21,6.11,8,6.2,11,5
344,35,"Pink","3rd","D",54000,"Curly","Independone",54,101,99,59,91,115,6.77,7.03,6.67,7,7.4,9,1
345,19,"Blue","1st","C",66000,"Curly","Republicant",49,88,107,67,88,116,12.81,10.87,12.38,8,5,9,2
346,18,"Pink","3rd","B",267000,"Straight","Democrulite",52,119,75,61,86,98,6.58,5.78,6.94,9,7.8,9,4
347,11,"Pink","2nd","B",53000,"Straight","Republicant",48,104,97,61,104,107,8.23,6.84,8.36,11,6.7,12,7
348,45,"Pink","1st","B",56000,"Straight","Republicant",54,106,100,44,93,98,12.79,10.99,11.86,10,7.5,8,1
349,38,"Pink","1st","D",35000,"Straight","Republicant",60,113,96,53,82,109,7.02,7.25,7.07,8,6,8,6
350,58,"Pink","3rd","C",53000,"Straight","Independone",45,90,115,48,113,123,8.01,7.57,7.3,9,5.3,10,3
351,44,"Blue","1st","B",35000,"Curly","Republicant",49,106,94,56,91,100,6.15,4.41,6.17,5,5.1,6,2
352,69,"Pink","1st","A",221000,"Straight","Democrulite",48,111,86,52,95,100,7.82,7.28,6.93,8,7.4,9,1
353,40,"Blue","3rd","C",84000,"Straight","Republicant",46,102,98,59,93,116,7.65,7.64,6.13,9,5.4,7,1
354,62,"Pink","2nd","B",89000,"Straight","Democrulite",56,107,89,50,78,92,7.24,5.89,6.58,12,6.4,12,1
355,65,"Blue","1st","D",42000,"Straight","Republicant",46,96,105,54,102,119,5.64,5.97,4.29,7,5.5,7,3
356,66,"Pink","2nd","A",41000,"Curly","Republicant",43,79,132,40,111,106,7.38,6,6.71,8,5.8,8,1
357,69,"Pink","3rd","D",54000,"Straight","Independone",57,90,107,52,103,119,4.84,4.19,5.29,9,6.6,6,2
358,57,"Pink","3rd","B",157000,"Straight","Independone",50,90,100,61,78,94,8.48,6.85,8.68,10,5,11,2
359,51,"Blue","1st","B",25000,"Straight","Republicant",50,110,93,63,98,105,8.29,7.1,7.3,6,7.7,9,2
360,63,"Pink","3rd","B",30000,"Curly","Democrulite",56,110,88,73,91,104,8.1,6.18,6.87,10,3.8,7,1
361,39,"Pink","1st","D",77000,"Straight","Democrulite",49,99,102,46,96,115,6.67,4.75,6.86,10,6,7,3
362,15,"Blue","1st","C",25000,"Curly","Democrulite",56,104,96,77,88,118,7.15,5.77,6.08,7,5.6,8,1
363,62,"Blue","1st","B",24000,"Straight","Republicant",49,115,81,51,80,93,4.72,3.49,4.99,6,6.6,10,1
364,37,"Blue","3rd","C",63000,"Curly","Republicant",54,93,114,93,99,128,6.13,4.52,6.47,11,7.2,9,3
365,57,"Blue","3rd","B",47000,"Straight","Independone",47,99,101,58,83,96,8.81,7.99,8.83,7,6.2,8,10
366,29,"Pink","1st","B",34000,"Straight","Republicant",49,93,105,81,98,109,4.9,3.47,4.1,11,6.5,8,1
367,60,"Pink","3rd","B",33000,"Straight","Independone",50,114,77,33,89,93,10.64,9.88,8.7,8,6.2,11,8
368,26,"Pink","3rd","C",53000,"Straight","Republicant",57,126,79,72,93,119,4.52,3.24,3.13,9,5.4,12,3
369,11,"Pink","3rd","C",130000,"Straight","Independone",48,108,101,53,105,121,7.69,6.48,7.51,8,4.9,12,2
370,68,"Pink","3rd","C",64000,"Straight","Independone",43,104,96,69,85,115,6.24,4.32,4.6,10,2.5,7,2
371,32,"Pink","3rd","B",224000,"Straight","Independone",51,96,101,42,100,100,6.4,6.63,4.4,4,5.4,10,3
372,70,"Pink","3rd","D",51000,"Straight","Independone",55,115,88,47,84,109,5.04,4.5,3.56,8,5,10,16
373,28,"Pink","1st","C",23000,"Straight","Republicant",54,104,97,75,105,126,5.62,4.83,3.84,7,6.4,11,1
374,61,"Blue","1st","B",33000,"Straight","Republicant",45,91,106,60,77,94,6.73,6.13,5.62,6,6.2,9,3
375,39,"Blue","1st","C",55000,"Straight","Democrulite",60,108,92,51,85,110,7.34,7.25,5.91,5,6.7,9,3
376,60,"Blue","1st","B",19000,"Curly","Republicant",54,110,93,67,94,104,6.73,6.68,6.18,3,6.2,10,6
377,39,"Pink","2nd","B",19000,"Straight","Democrulite",48,93,104,45,96,99,7.7,7.85,7.44,10,6,6,2
378,34,"Blue","3rd","C",32000,"Straight","Independone",51,87,109,62,101,121,6.36,6.28,5.02,8,7.1,10,2
379,59,"Pink","3rd","B",162000,"Straight","Democrulite",42,70,120,51,57,81,5.7,4.99,4.62,7,6.4,11,10
380,53,"Blue","2nd","B",153000,"Straight","Democrulite",52,105,96,45,78,90,11.19,10.41,10.89,7,5.1,9,2
381,15,"Pink","2nd","C",68000,"Straight","Republicant",45,91,110,59,80,110,3.95,4.43,4.01,8,6.6,6,9
382,40,"Pink","1st","C",39000,"Straight","Independone",51,84,126,54,101,119,5.44,4.23,5.06,9,6.1,10,1
383,40,"Pink","1st","B",82000,"Straight","Republicant",58,122,72,50,101,103,5.05,3.82,4.33,10,6.5,13,1
384,59,"Blue","3rd","B",37000,"Straight","Independone",59,107,102,53,103,105,5.92,5.84,5.81,9,7.4,9,3
385,64,"Pink","1st","D",141000,"Straight","Republicant",49,98,103,53,98,117,6.16,5.39,6.19,12,8.4,9,1
386,22,"Pink","2nd","B",104000,"Straight","Democrulite",45,95,106,70,101,108,5.41,4.84,5.48,9,5.3,8,1
387,25,"Pink","1st","B",34000,"Straight","Independone",47,95,107,43,98,100,10.56,9.21,9.04,8,5.1,10,1
388,42,"Blue","2nd","B",51000,"Curly","Independone",44,108,93,62,91,101,12.84,11.02,13.11,5,5.3,12,1
389,28,"Blue","2nd","A",22000,"Straight","Democrulite",46,98,102,78,95,107,4.71,4,4.93,7,5.6,8,2
390,62,"Pink","2nd","C",69000,"Curly","Democrulite",49,92,107,44,91,111,4.6,3.35,4.36,7,6.5,10,3
391,29,"Pink","3rd","B",45000,"Straight","Independone",39,86,110,70,98,106,4.17,3.5,4.62,9,6.2,9,1
392,15,"Pink","3rd","D",334000,"Straight","Independone",43,97,103,43,84,108,4.12,3.78,2.39,9,7.4,11,8
393,62,"Pink","1st","C",78000,"Straight","Independone",49,115,82,70,93,119,4.83,5.12,4.3,5,7.4,8,4
394,45,"Pink","1st","D",81000,"Straight","Republicant",51,109,95,46,87,110,9.61,8.01,9.84,11,5.8,8,4
395,70,"Blue","2nd","B",28000,"Curly","Democrulite",44,92,115,57,93,101,6.35,4.56,6.43,11,7,6,1
396,19,"Blue","3rd","C",175000,"Straight","Independone",48,102,98,58,97,118,2.98,2.26,3.26,11,5,9,1
397,21,"Blue","1st","C",34000,"Straight","Republicant",53,109,89,43,87,109,4.6,3.8,4.32,10,3.9,6,19
398,27,"Pink","2nd","C",194000,"Straight","Independone",44,90,109,61,94,117,4.7,3.66,3.62,11,6.3,9,1
399,16,"Blue","1st","B",25000,"Curly","Democrulite",52,96,106,59,90,100,7.72,7.37,5.98,7,6.2,8,3
400,44,"Pink","1st","D",59000,"Straight","Democrulite",58,119,69,48,94,114,3.73,2.24,3.15,10,6.9,10,2
401,45,"Pink","2nd","D",126000,"Straight","Republicant",48,101,98,76,83,115,7.63,6.2,7.84,9,6.7,13,1
402,11,"Pink","3rd","C",161000,"Straight","Independone",55,99,101,64,104,123,6.29,4.75,4.44,11,4.5,6,1
403,19,"Blue","3rd","B",81000,"Straight","Independone",49,109,81,63,111,111,4.97,5.21,4.43,8,5,6,1
404,15,"Pink","3rd","B",26000,"Straight","Independone",48,95,109,62,86,98,5.51,3.6,4.21,7,6.7,7,7
405,37,"Pink","2nd","D",40000,"Straight","Democrulite",56,100,100,47,105,119,5.82,6.28,4.9,12,5.7,8,2
406,50,"Pink","2nd","C",61000,"Straight","Democrulite",42,84,117,67,106,125,9.7,8.28,8.63,10,5.7,8,2
407,12,"Pink","2nd","B",19000,"Straight","Democrulite",55,109,88,47,101,102,6.48,5.67,6.68,11,5.9,8,2
408,66,"Pink","1st","A",50000,"Straight","Republicant",56,102,98,43,104,103,6.06,5.15,5.61,10,6.2,8,1
409,67,"Pink","1st","C",27000,"Straight","Independone",47,87,117,54,99,118,6.23,5.58,6.66,10,5.8,8,2
410,63,"Pink","1st","C",164000,"Straight","Independone",55,118,70,62,89,115,6.7,6.23,6.57,13,6.5,8,12
411,27,"Blue","2nd","A",31000,"Curly","Democrulite",53,118,76,55,89,98,6.07,5.62,5.44,9,7.2,10,4
412,53,"Blue","1st","B",24000,"Curly","Democrulite",52,111,87,62,95,103,9.16,8.82,7.88,11,5.3,9,1
413,55,"Pink","3rd","B",30000,"Straight","Republicant",48,94,103,43,91,96,4.9,4.92,4.21,10,6.1,7,1
414,52,"Pink","1st","A",84000,"Straight","Republicant",41,90,114,69,101,108,6.45,6.25,6.91,10,4.4,6,3
415,47,"Pink","1st","C",106000,"Straight","Democrulite",45,88,107,59,75,107,5.54,4.08,4.26,10,3.5,11,1
416,27,"Pink","1st","D",24000,"Straight","Republicant",48,91,109,64,97,119,5.17,4.7,3.21,9,4.5,8,3
417,67,"Blue","3rd","B",35000,"Curly","Independone",55,104,93,42,90,96,6.32,4.61,6.34,10,5.7,8,1
418,49,"Pink","1st","C",106000,"Straight","Republicant",53,90,105,55,83,110,6.55,4.79,5.75,7,6.3,8,20
419,35,"Pink","3rd","A",186000,"Straight","Independone",46,118,75,64,100,106,6.24,4.7,6.05,8,5.6,9,5
420,55,"Pink","3rd","C",67000,"Straight","Independone",54,104,97,62,99,120,5.67,5.2,5.75,7,5.8,9,2
421,51,"Pink","1st","B",16000,"Straight","Republicant",48,91,105,58,88,98,7.33,6.43,5.54,8,7.6,7,2
422,31,"Pink","1st","B",70000,"Straight","Republicant",55,100,100,62,92,102,7.52,7.98,7.08,10,7.7,10,1
423,23,"Pink","2nd","C",114000,"Straight","Independone",51,95,108,65,86,114,3.54,2.6,3.95,7,6.3,11,2
424,48,"Pink","3rd","A",29000,"Straight","Independone",47,94,106,61,99,105,7.88,6.73,6.59,10,6.9,10,2
425,63,"Pink","3rd","A",40000,"Straight","Independone",53,94,107,46,73,88,5.14,3.97,4.85,8,6.2,11,2
426,43,"Pink","3rd","C",146000,"Straight","Republicant",65,122,87,48,107,121,6.46,6.1,4.81,11,6.7,7,4
427,33,"Blue","3rd","D",44000,"Straight","Independone",54,98,103,59,96,118,5.91,4.27,5.25,6,5.4,5,1
428,12,"Pink","3rd","A",78000,"Straight","Independone",56,101,99,54,104,106,7.73,7.95,5.84,5,6.7,11,1
429,65,"Pink","3rd","A",63000,"Straight","Independone",48,106,91,67,68,91,6.12,4.57,5.6,11,4.7,8,2
430,59,"Pink","2nd","B",79000,"Straight","Independone",48,98,103,42,67,84,6.06,5.57,4.4,14,6.6,13,6
431,62,"Blue","1st","A",44000,"Curly","Independone",42,92,110,77,77,98,5.45,5.91,3.55,4,4.7,9,7
432,15,"Pink","2nd","C",54000,"Straight","Independone",50,96,107,62,88,115,6.25,5.33,5.68,11,6.7,8,2
433,42,"Pink","1st","C",73000,"Straight","Democrulite",43,83,112,53,82,109,9.02,9.08,8.74,12,7.2,10,1
434,36,"Blue","3rd","C",32000,"Curly","Independone",54,112,90,74,94,121,5.23,4.62,4,7,5.6,11,2
435,65,"Pink","3rd","B",55000,"Curly","Democrulite",52,100,100,53,87,97,4.33,2.36,4.49,11,4.6,7,5
436,46,"Pink","1st","B",73000,"Curly","Independone",46,105,97,68,79,96,6.98,6.31,6.01,7,6.5,7,3
437,38,"Blue","2nd","D",32000,"Straight","Democrulite",55,104,94,66,90,117,5.6,6.04,4.24,5,7,5,4
438,58,"Blue","3rd","B",74000,"Straight","Democrulite",45,90,109,69,91,103,6.68,4.73,7.16,6,5.4,6,3
439,17,"Blue","2nd","C",138000,"Straight","Independone",57,117,80,63,105,123,4.27,3.59,2.36,6,5.9,10,1
440,64,"Blue","3rd","A",123000,"Straight","Independone",47,104,96,73,99,108,6.56,4.66,5.01,10,6.9,8,1
441,67,"Blue","2nd","A",42000,"Straight","Democrulite",47,91,106,49,93,99,9.9,8.29,8.61,11,6.6,8,3
442,62,"Pink","3rd","A",29000,"Straight","Democrulite",48,107,98,61,87,99,15.16,14.9,14.77,11,5.1,6,3
443,61,"Blue","1st","D",40000,"Curly","Democrulite",58,118,77,78,96,123,6.41,6.28,6.5,9,7.2,9,2
444,37,"Pink","1st","D",81000,"Straight","Independone",58,103,97,60,94,117,6.02,6.15,6.11,9,4.8,7,3
445,58,"Pink","3rd","D",28000,"Straight","Republicant",45,101,99,57,93,116,7.24,6.19,5.34,8,5.2,6,4
